1600220904 674 0
1600366945 687 0
1600366964 687 0
1600380729 717 0
1600381861 717 0
1600640047 752 0
1600642820 758 0
1600643254 761 0
1600647036 883 0
1600647310 2329 0
1600648078 3507 0
1600650318 6112 0
1600650442 6115 0
1600650562 6191 0
1600650664 6191 0
1600651050 6197 0
1600651931 6198 0
1600801913 6277 0
1600802044 6312 0
1600802184 6314 0
1600802761 6371 0
1600814068 7107 0
1600895916 7125 0
1600897472 7130 0
1600899477 7152 0
1600900917 7152 0
1600901590 7157 0
1600901633 7157 0
1600921081 19235 0
1600922278 19241 0
1600924645 19246 0
1600925445 19293 0
1600926517 19340 0
1600926543 19340 0
1600928091 19351 0
1601073181 19351 48
1601393375 19351 55
1601674901 19351 104
1601677170 19351 104
1601677212 19351 104
1601679443 19378 104
1601680501 19427 104
1601686514 19441 104
1601688686 19490 104
1601689121 19496 104
1601689302 19576 104
1601690081 19623 104
1601690183 19624 104
1601690334 19624 104
1601690649 19624 104
1601690787 19653 104
1601846843 19703 104
1602025375 19822 104
1602033565 19897 104
1602034025 19910 104
1602038263 19914 104
1602049564 21738 104
1602052062 21757 104
1602114392 21992 104
1602126644 22013 104
1602126886 22024 104
1602137353 22165 104
1602176042 22178 104
1602199813 22745 104
1602199971 22746 104
1602216781 22801 104
1602218591 22840 104
1602446597 24156 104
1602446762 24160 104
1602447644 24161 104
1602449372 24209 104
1602449618 24213 104
1602811112 24334 104
1602827394 24413 104
1602863271 24462 104
1602863604 24462 104
1602864903 24464 104
1602868538 24465 104
1602879023 24501 104
1602881777 24577 104
1602882007 24577 104
1603936311 24677 104
1603938886 24679 104
1603939595 24759 104
1603939648 24759 104
1604175187 36534 104
1604175848 38484 104
1604175957 38484 104
